,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel
10176,LIMS1,P48059,Large Protein Complex,0,0,0,1
3258,LIMS3,P0CW19,Cytoplasm,1,0,0,0
3259,LIN54,Q6MZP7,Nucleus,1,0,0,0
3260,LIN7A,O14910,Plasma membrane,1,0,0,0
3261,LIN7B,Q9HAP6,Plasma membrane,1,0,0,0
3262,LIN7C,Q9NUP9,Plasma membrane,1,0,0,0
3263,LIN9,Q5TKA1,Nucleus,1,0,0,0
3264,LINGO1,Q96FE5,Plasma membrane,1,0,0,0
3265,LIPA,P38571,Lysosome,1,0,0,0
3266,LIPT1,Q9Y234,Mitochondria,1,0,0,0
3267,LIPT2,A6NK58,Mitochondria,1,0,0,0
9200,LIX1L,Q8IVB5,Endosome,0,0,0,1
9725,LLGL1,Q15334,Plasma membrane,0,0,0,1
8644,LLGL2,Q6P1M3,Plasma membrane,0,1,0,0
3268,LLPH,Q9BRT6,Nucleus,1,0,0,0
3269,LMAN1,P49257,Ergic/cisGolgi,1,0,0,0
3270,LMAN1L,Q9HAT1,Ergic/cisGolgi,1,0,0,0
3271,LMAN2,Q12907,Ergic/cisGolgi,1,0,0,0
8203,LMAN2L,Q9H0V9,Ergic/cisGolgi,0,1,0,0
3272,LMBRD1,Q9NUN5,Lysosome,1,0,0,0
9177,LMBRD1,Q9NUN5-3,Endosome,0,0,0,1
3273,LMBRD2,Q68DH5,Plasma membrane,1,0,0,0
3274,LMF1,Q96S06,ER,1,0,0,0
3275,LMF2,Q9BU23,ER,1,0,0,0
3276,LMNA,P02545,Nucleus,1,0,0,0
3277,LMNB1,P20700,Nucleus,1,0,0,0
3278,LMNB2,Q03252,Nucleus,1,0,0,0
3279,LMO1,P25800,Nucleus,1,0,0,0
3280,LMO2,P25791,Nucleus,1,0,0,0
9788,LMO7,Q8WWI1-3,Actin binding proteins,0,0,0,1
3281,LMX1A,Q8TE12,Nucleus,1,0,0,0
3282,LMX1B,O60663,Nucleus,1,0,0,0
8163,LNPEP,Q9UIQ6,Endosome,0,1,0,0
3283,LNPK,Q9C0E8,ER,1,0,0,0
3284,LNX1,Q8TBB1,Cytoplasm,1,0,0,0
3285,LONP1,P36776,Mitochondria,1,0,0,0
3286,LONP2,Q86WA8,Peroxisome,1,0,0,0
8284,LOXL2,Q9Y4K0,ER-Membrane,0,1,0,0
3287,LPAR2,Q9HBW0,Plasma membrane,1,0,0,0
3288,LPAR3,Q9UBY5,Plasma membrane,1,0,0,0
3289,LPAR4,Q99677,Plasma membrane,1,0,0,0
3290,LPAR5,Q9H1C0,Plasma membrane,1,0,0,0
3291,LPAR6,P43657,Plasma membrane,1,0,0,0
8285,LPCAT1,Q8NF37,ER-Membrane,0,1,0,0
8286,LPCAT2,Q7L5N7,ER-Membrane,0,1,0,0
3292,LPCAT3,Q6P1A2,ER,1,0,0,0
3293,LPCAT4,Q643R3,ER,1,0,0,0
3294,LPCAT4,Q6ZWT7,ER,1,0,0,0
3295,LPGAT1,Q92604,ER,1,0,0,0
3296,LPIN3,Q9BQK8,Nucleus,1,0,0,0
9726,LPL,P06858,Plasma membrane,0,0,0,1
9472,LPP,Q93052,Golgi,0,0,0,1
3297,LRATD1,Q96KN4,Cytoplasm,1,0,0,0
10648,LRBA,P50851,Large Protein Complex,0,0,0,1
3298,LRCH1,Q9Y2L9,Cytoplasm,1,0,0,0
9228,LRCH1,Q9Y2L9-2,Endosome,0,0,0,1
3299,LRCH3,Q96II8,Cytoplasm,1,0,0,0
9410,LRCH4,O75427,ER_high_curvature,0,0,0,1
3300,LRFN1,Q9P244,Plasma membrane,1,0,0,0
3301,LRFN2,Q9ULH4,Plasma membrane,1,0,0,0
3302,LRFN3,Q9BTN0,Plasma membrane,1,0,0,0
3303,LRIF1,Q5T3J3,Nucleus,1,0,0,0
3304,LRIG1,Q96JA1,Plasma membrane,1,0,0,0
3305,LRIT1,Q9P2V4,ER,1,0,0,0
3306,LRIT3,Q3SXY7,ER,1,0,0,0
8164,LRP1,Q07954,Endosome,0,1,0,0
9041,LRP11,Q86VZ4,Endosome,0,0,1,0
3307,LRP4,O75096,Plasma membrane,1,0,0,0
8645,LRP6,O75581,Plasma membrane,0,1,0,0
8165,LRP8,Q14114,Endosome,0,1,0,0
8287,LRPAP1,P30533,ER-Membrane,0,1,0,0
8407,LRPPRC,P42704,Mitochondrion-Mtx,0,1,0,0
9678,LRRC1,Q9BTT6,Plasma membrane,0,0,0,1
3308,LRRC10,Q5BKY1,Nucleus,1,0,0,0
3309,LRRC14,Q15048,Cytoplasm,1,0,0,0
10177,LRRC16A,Q5VZK9,Large Protein Complex,0,0,0,1
3310,LRRC18,Q8N456,Cytoplasm,1,0,0,0
3311,LRRC32,Q14392,Plasma membrane,1,0,0,0
3312,LRRC38,Q5VT99,Plasma membrane,1,0,0,0
3313,LRRC4,Q9HBW1,Plasma membrane,1,0,0,0
10178,LRRC40,Q9H9A6,Large Protein Complex,0,0,0,1
10933,LRRC41,Q15345,Large Protein Complex,0,0,0,1
11137,LRRC47,Q8N1G4,Large Protein Complex,0,0,0,1
3314,LRRC4B,Q9NT99,Plasma membrane,1,0,0,0
3315,LRRC4C,Q9HCJ2,Plasma membrane,1,0,0,0
3316,LRRC52,Q8N7C0,Plasma membrane,1,0,0,0
3317,LRRC55,Q6ZSA7,Plasma membrane,1,0,0,0
8646,LRRC57,Q8N9N7,Plasma membrane,0,1,0,0
8288,LRRC59,Q96AG4,ER-Membrane,0,1,0,0
8647,LRRC8A,Q8IWT6,Plasma membrane,0,1,0,0
9727,LRRC8D,Q7L1W4,Plasma membrane,0,0,0,1
9762,LRRC8E,Q6NSJ5,Plasma membrane,0,0,0,1
10179,LRRFIP1,Q32MZ4-3,Large Protein Complex,0,0,0,1
8104,LRRFIP2,Q9Y608,Actin binding proteins,0,1,0,0
9791,LRRFIP2,Q9Y608-4,Actin binding proteins,0,0,0,1
3318,LRRK1,Q38SD2,Cytoplasm,1,0,0,0
3319,LRRTM1,Q86UE6,Plasma membrane,1,0,0,0
3320,LRRTM2,O43300,Plasma membrane,1,0,0,0
3321,LRRTM3,Q86VH5,Plasma membrane,1,0,0,0
3322,LRRTM4,Q86VH4,Plasma membrane,1,0,0,0
3323,LRSAM1,Q6UWE0,Cytoplasm,1,0,0,0
3324,LRTOMT,Q8WZ04,Cytoplasm,1,0,0,0
3325,LRTOMT,Q96E66,Cytoplasm,1,0,0,0
3326,LSAMP,Q13449,Plasma membrane,1,0,0,0
8289,LSG1,Q9H089,ER-Membrane,0,1,0,0
10934,LSM1,O15116,Large Protein Complex,0,0,0,1
3327,LSM10,Q969L4,Nucleus,1,0,0,0
3328,LSM11,P83369,Nucleus,1,0,0,0
10180,LSM12,Q3MHD2,Large Protein Complex,0,0,0,1
10649,LSM14A,Q8ND56,Large Protein Complex,0,0,0,1
10181,LSM14B,Q9BX40,Large Protein Complex,0,0,0,1
3329,LSM2,Q9Y333,Nucleus,1,0,0,0
3330,LSM3,P62310,Nucleus,1,0,0,0
3331,LSM4,Q9Y4Z0,Nucleus,1,0,0,0
3332,LSM5,Q9Y4Y9,Nucleus,1,0,0,0
9042,LSM6,P62312,Endosome,0,0,1,0
3333,LSM7,Q9UK45,Nucleus,1,0,0,0
3334,LSM8,O95777,Nucleus,1,0,0,0
3335,LSR,Q86X29,Plasma membrane,1,0,0,0
3336,LSS,P48449,ER,1,0,0,0
3337,LTA4H,P09960,Cytoplasm,1,0,0,0
3338,LTB4R,Q15722,Plasma membrane,1,0,0,0
3339,LTB4R2,Q9NPC1,Plasma membrane,1,0,0,0
9763,LTBP3,Q9NS15,Plasma membrane,0,0,0,1
9728,LTBR,P36941,Plasma membrane,0,0,0,1
9024,LTF,P02788,Endosome,0,0,1,0
9229,LTN1,O94822,Endosome,0,0,0,1
3340,LTO1,Q8WV07,Nucleus,1,0,0,0
11138,LTV1,Q96GA3,Large Protein Complex,0,0,0,1
10182,LUC7L,Q9NQ29,Large Protein Complex,0,0,0,1
3341,LUC7L2,Q9Y383,Nucleus,1,0,0,0
3342,LUC7L3,O95232,Nucleus,1,0,0,0
3343,LURAP1,Q96LR2,Cytoplasm,1,0,0,0
3344,LUZP1,Q86V48,Nucleus,1,0,0,0
3345,LXN,Q9BS40,Cytoplasm,1,0,0,0
3346,LY6D,Q14210,Plasma membrane,1,0,0,0
3347,LY6E,Q16553,Plasma membrane,1,0,0,0
3348,LY6G6C,O95867,Plasma membrane,1,0,0,0
3349,LY6G6D,O95868,Plasma membrane,1,0,0,0
3350,LY6G6F,Q5SQ64,Plasma membrane,1,0,0,0
3351,LY6H,O94772,Plasma membrane,1,0,0,0
9367,LY6K,Q17RY6,ER,0,0,0,1
3352,LY6L,H3BQJ8,Plasma membrane,1,0,0,0
3353,LY9,Q9HBG7,Plasma membrane,1,0,0,0
8491,LYAR,Q9NX58,Nucleus,0,1,0,0
3354,LYL1,P12980,Nucleus,1,0,0,0
8648,LYN,P07948,Plasma membrane,0,1,0,0
3355,LYPD1,Q8N2G4,Plasma membrane,1,0,0,0
3356,LYPD2,Q6UXB3,Plasma membrane,1,0,0,0
3357,LYPD3,O95274,Plasma membrane,1,0,0,0
3358,LYPD4,Q6UWN0,Plasma membrane,1,0,0,0
3359,LYPD5,Q6UWN5,Plasma membrane,1,0,0,0
3360,LYPD6B,Q8NI32,Plasma membrane,1,0,0,0
8408,LYPLA1,O75608,Mitochondrion-Mtx,0,1,0,0
3361,LYPLA2,O95372,Cytoplasm,1,0,0,0
3362,LYPLAL1,Q5VWZ2,Cytoplasm,1,0,0,0
3363,LYRM1,O43325,Nucleus,1,0,0,0
8914,LYRM2,Q9NU23,Mitochondria,0,1,0,0
8915,LYRM4,Q9HD34,Mitochondria,0,1,0,0
3364,LYRM7,Q5U5X0,Mitochondria,1,0,0,0
8916,LYRM9,A8MSI8,Mitochondria,0,1,0,0
3365,LYST,Q99698,Cytoplasm,1,0,0,0
3366,LZTFL1,Q9NQ48,Cytoplasm,1,0,0,0
3367,M1AP,Q8TC57,Cytoplasm,1,0,0,0
8166,M6PR,P20645,Endosome,0,1,0,0
3368,MAB21L1,Q13394,Nucleus,1,0,0,0
10183,MACF1,Q9UPN3-2,Large Protein Complex,0,0,0,1
3369,MACROD1,Q9BQ69,Nucleus,1,0,0,0
3370,MACROD2,A1Z1Q3,Nucleus,1,0,0,0
11272,MAD1L1,Q9Y6D9,Large Protein Complex,0,0,0,1
10935,MAD2L1,Q13257,Large Protein Complex,0,0,0,1
10936,MADD,Q8WXG6-3,Large Protein Complex,0,0,0,1
11139,MAEA,Q7L5Y9,Large Protein Complex,0,0,0,1
3371,MAF,O75444,Nucleus,1,0,0,0
3372,MAFA,Q8NHW3,Nucleus,1,0,0,0
3373,MAFB,Q9Y5Q3,Nucleus,1,0,0,0
3374,MAFF,Q9ULX9,Nucleus,1,0,0,0
3375,MAFG,O15525,Nucleus,1,0,0,0
3376,MAFK,O60675,Nucleus,1,0,0,0
3377,MAG,P20916,Plasma membrane,1,0,0,0
3378,MAGEA10,P43363,Nucleus,1,0,0,0
3379,MAGEA2,P43356,Nucleus,1,0,0,0
3380,MAGEB18,Q96M61,Cytoplasm,1,0,0,0
9073,MAGEB2,O15479,Endosome,0,0,1,0
3381,MAGEB4,O15481,Cytoplasm,1,0,0,0
10184,MAGED2,Q9UNF1,Large Protein Complex,0,0,0,1
3382,MAGI1,Q96QZ7,Plasma membrane,1,0,0,0
3383,MAGI1,Q6P9H4,Plasma membrane,1,0,0,0
11273,MAGOH,P61326,Large Protein Complex,0,0,0,1
3384,MAGOHB,Q96A72,Nucleus,1,0,0,0
8290,MAGT1,Q9H0U3,ER-Membrane,0,1,0,0
3385,MAIP1,Q8WWC4,Mitochondria,1,0,0,0
3386,MAJIN,Q3KP22,Nucleus,1,0,0,0
3387,MAK16,Q9BXY0,Nucleus,1,0,0,0
9256,MAL2,Q969L2,Endosome,0,0,0,1
3388,MALSU1,Q96EH3,Mitochondria,1,0,0,0
9329,MAMDC2,Q7Z304,ER,0,0,0,1
3389,MAML1,Q92585,Nucleus,1,0,0,0
3390,MAML2,Q8IZL2,Nucleus,1,0,0,0
3391,MAML3,Q96JK9,Nucleus,1,0,0,0
3392,MAMLD1,Q13495,Nucleus,1,0,0,0
3393,MAMSTR,Q6ZN01,Nucleus,1,0,0,0
3394,MAN1A1,P33908,Golgi,1,0,0,0
3395,MAN1A2,O60476,Golgi,1,0,0,0
3396,MAN1B1,Q9UKM7,ER,1,0,0,0
3397,MAN1C1,Q9NR34,Golgi,1,0,0,0
3398,MAN2A1,Q16706,Golgi,1,0,0,0
3399,MAN2A2,P49641,Golgi,1,0,0,0
3400,MAN2B1,O00754,Lysosome,1,0,0,0
3401,MAN2B2,Q9Y2E5,Lysosome,1,0,0,0
3402,MAN2C1,Q9NTJ4,Cytoplasm,1,0,0,0
3403,MANBA,O00462,Lysosome,1,0,0,0
9330,MANBAL,Q9NQG1,ER,0,0,0,1
3404,MANEA,Q5SRI9,Golgi,1,0,0,0
3405,MANEAL,Q5VSG8,Golgi,1,0,0,0
8217,MANF,P55145,ER-Lumen,0,1,0,0
8917,MAOA,P21397,Mitochondria,0,1,0,0
8918,MAOB,P27338,Mitochondria,0,1,0,0
8167,MAP1LC3B,Q9GZQ8,Endosome,0,1,0,0
10185,MAP1S,Q66K74,Large Protein Complex,0,0,0,1
10650,MAP2K1,Q02750,Large Protein Complex,0,0,0,1
11274,MAP2K2,P36507,Large Protein Complex,0,0,0,1
10186,MAP2K3,P46734,Large Protein Complex,0,0,0,1
10937,MAP2K6,P52564,Large Protein Complex,0,0,0,1
10651,MAP2K7,O14733,Large Protein Complex,0,0,0,1
9043,MAP3K11,Q16584,Endosome,0,0,1,0
3406,MAP3K14,Q99558,Cytoplasm,1,0,0,0
11275,MAP3K7,O43318-2,Large Protein Complex,0,0,0,1
3407,MAP3K8,P41279,Cytoplasm,1,0,0,0
10652,MAP4,P27816-4,Large Protein Complex,0,0,0,1
10938,MAP4,P27816,Large Protein Complex,0,0,0,1
9201,MAP4K3,Q8IVH8,Endosome,0,0,0,1
3408,MAP4K4,O95819,Cytoplasm,1,0,0,0
11140,MAP4K4,O95819-3,Large Protein Complex,0,0,0,1
3409,MAP4K5,Q9Y4K4,Cytoplasm,1,0,0,0
10187,MAP7,Q14244,Large Protein Complex,0,0,0,1
10188,MAP7D1,Q3KQU3,Large Protein Complex,0,0,0,1
10189,MAP7D3,Q8IWC1,Large Protein Complex,0,0,0,1
10190,MAPK1,P28482,Large Protein Complex,0,0,0,1
11276,MAPK14,Q16539,Large Protein Complex,0,0,0,1
10653,MAPK3,P27361,Large Protein Complex,0,0,0,1
10939,MAPKAP1,Q9BPZ7,Large Protein Complex,0,0,0,1
10654,MAPRE1,Q15691,Large Protein Complex,0,0,0,1
9448,MARCKS,P29966,Ergic/cisGolgi,0,0,0,1
8649,MARCKSL1,P49006,Plasma membrane,0,1,0,0
3410,MARCO,Q9UEW3,Plasma membrane,1,0,0,0
3411,MARF1,Q9Y4F3,Peroxisome,1,0,0,0
11141,MARK1,Q9P0L2,Large Protein Complex,0,0,0,1
10191,MARK2,Q7KZI7,Large Protein Complex,0,0,0,1
10192,MARK3,P27448,Large Protein Complex,0,0,0,1
10655,MARS,P56192,Large Protein Complex,0,0,0,1
3412,MARS2,Q96GW9,Mitochondria,1,0,0,0
9679,MARVELD1,Q9BSK0,Plasma membrane,0,0,0,1
3413,MARVELD2,Q8N4S9,Plasma membrane,1,0,0,0
3414,MAS1,P04201,Plasma membrane,1,0,0,0
3415,MAS1L,P35410,Plasma membrane,1,0,0,0
3416,MAST4,O15021,Cytoplasm,1,0,0,0
11277,MAT2A,P31153,Large Protein Complex,0,0,0,1
11278,MAT2B,Q9NZL9,Large Protein Complex,0,0,0,1
10940,MATK,P42679,Large Protein Complex,0,0,0,1
3417,MATR3,P43243,Nucleus,1,0,0,0
3418,MAU2,Q9Y6X3,Nucleus,1,0,0,0
8433,MAVS,Q7Z434,Mitochondrion-OM,0,1,0,0
3419,MAX,P61244,Nucleus,1,0,0,0
3420,MAZ,P56270,Nucleus,1,0,0,0
10193,MAZ,P56270-2,Large Protein Complex,0,0,0,1
10194,MB21D1,Q8N884,Large Protein Complex,0,0,0,1
3421,MBD1,Q9UIS9,Nucleus,1,0,0,0
3422,MBD2,Q9UBB5,Nucleus,1,0,0,0
3423,MBD3,O95983,Nucleus,1,0,0,0
3424,MBD3L1,Q8WWY6,Nucleus,1,0,0,0
3425,MBD4,O95243,Nucleus,1,0,0,0
3426,MBD5,Q9P267,Nucleus,1,0,0,0
3427,MBD6,Q96DN6,Nucleus,1,0,0,0
8339,MBLAC2,Q68D91,Golgi,0,1,0,0
10195,MBNL1,Q9NR56,Large Protein Complex,0,0,0,1
10196,MBNL2,Q5VZF2-3,Large Protein Complex,0,0,0,1
10656,MBNL3,Q9NUK0,Large Protein Complex,0,0,0,1
9395,MBOAT1,Q6ZNC8,ER,0,0,0,1
3428,MBOAT4,Q96T53,ER,1,0,0,0
3429,MBOAT7,Q96N66,ER,1,0,0,0
9729,MBP,P02686,Plasma membrane,0,0,0,1
3430,MBTD1,Q05BQ5,Nucleus,1,0,0,0
3431,MC1R,Q01726,Plasma membrane,1,0,0,0
3432,MC2R,Q01718,Plasma membrane,1,0,0,0
3433,MC3R,P41968,Plasma membrane,1,0,0,0
3434,MC4R,P32245,Plasma membrane,1,0,0,0
3435,MC5R,P33032,Plasma membrane,1,0,0,0
8650,MCAM,P43121,Plasma membrane,0,1,0,0
3436,MCAT,Q8IVS2,Mitochondria,1,0,0,0
3437,MCCC1,Q96RQ3,Mitochondria,1,0,0,0
3438,MCCC2,Q9HCC0,Mitochondria,1,0,0,0
3439,MCCD1,P59942,Mitochondria,1,0,0,0
3440,MCEE,Q96PE7,Mitochondria,1,0,0,0
3441,MCFD2,Q8NI22,Ergic/cisGolgi,1,0,0,0
9426,MCFD2,Q8NI22-2,Ergic/cisGolgi,0,0,0,1
3442,MCHR1,Q99705,Plasma membrane,1,0,0,0
3443,MCHR2,Q969V1,Plasma membrane,1,0,0,0
3444,MCIDAS,D6RGH6,Nucleus,1,0,0,0
9009,MCL1,Q07820,Mitochondria,0,1,0,0
3445,MCM10,Q7L590,Nucleus,1,0,0,0
3446,MCM2,P49736,Nucleus,1,0,0,0
3447,MCM3,P25205,Nucleus,1,0,0,0
3448,MCM4,P33991,Nucleus,1,0,0,0
10657,MCM5,P33992,Large Protein Complex,0,0,0,1
3449,MCM6,Q14566,Nucleus,1,0,0,0
3450,MCM7,P33993,Nucleus,1,0,0,0
3451,MCM8,Q9UJA3,Nucleus,1,0,0,0
3452,MCM9,Q9NXL9,Nucleus,1,0,0,0
3453,MCMBP,Q9BTE3,Nucleus,1,0,0,0
3454,MCOLN1,Q9GZU1,Lysosome,1,0,0,0
3455,MCOLN2,Q8IZK6,Lysosome,1,0,0,0
3456,MCOLN3,Q8TDD5,Lysosome,1,0,0,0
9730,MCPH1,Q8NEM0,Plasma membrane,0,0,0,1
8919,MCRIP2,Q9BUT9,Mitochondria,0,1,0,0
9409,MCTP2,Q6DN12,ER_high_curvature,0,0,0,1
10197,MCTS1,Q9ULC4,Large Protein Complex,0,0,0,1
3457,MCU,Q8NE86,Mitochondria,1,0,0,0
3458,MCUB,Q9NWR8,Mitochondria,1,0,0,0
3459,MCUR1,Q96AQ8,Mitochondria,1,0,0,0
3460,MDC1,Q14676,Nucleus,1,0,0,0
3461,MDGA1,Q8NFP4,Plasma membrane,1,0,0,0
3462,MDGA2,Q7Z553,Plasma membrane,1,0,0,0
3463,MDH1,P40925,Cytoplasm,1,0,0,0
10941,MDH1,P40925-3,Large Protein Complex,0,0,0,1
3464,MDH2,P40926,Mitochondria,1,0,0,0
3465,MDM4,O15151,Nucleus,1,0,0,0
10198,MDN1,Q9NU22,Large Protein Complex,0,0,0,1
3466,ME1,P48163,Cytoplasm,1,0,0,0
3467,ME2,P23368,Mitochondria,1,0,0,0
3468,ME3,Q16798,Mitochondria,1,0,0,0
3469,MEAF6,Q9HAF1,Nucleus,1,0,0,0
3470,MECP2,P51608,Nucleus,1,0,0,0
8920,MECR,Q9BV79,Mitochondria,0,1,0,0
3471,MED1,Q15648,Nucleus,1,0,0,0
3472,MED10,Q9BTT4,Nucleus,1,0,0,0
3473,MED11,Q9P086,Nucleus,1,0,0,0
3474,MED12,Q93074,Nucleus,1,0,0,0
3475,MED12L,Q86YW9,Nucleus,1,0,0,0
3476,MED13,Q9UHV7,Nucleus,1,0,0,0
3477,MED13L,Q71F56,Nucleus,1,0,0,0
3478,MED14,O60244,Nucleus,1,0,0,0
10199,MED15,Q96RN5,Large Protein Complex,0,0,0,1
3479,MED16,Q9Y2X0,Nucleus,1,0,0,0
3480,MED17,Q9NVC6,Nucleus,1,0,0,0
3481,MED18,Q9BUE0,Nucleus,1,0,0,0
3482,MED19,A0JLT2,Nucleus,1,0,0,0
3483,MED20,Q9H944,Nucleus,1,0,0,0
3484,MED21,Q13503,Nucleus,1,0,0,0
3485,MED22,Q15528,Nucleus,1,0,0,0
3486,MED23,Q9ULK4,Nucleus,1,0,0,0
10942,MED23,Q9ULK4-3,Large Protein Complex,0,0,0,1
3487,MED24,O75448,Nucleus,1,0,0,0
3488,MED25,Q71SY5,Nucleus,1,0,0,0
10943,MED25,Q71SY5-2,Large Protein Complex,0,0,0,1
3489,MED26,O95402,Nucleus,1,0,0,0
3490,MED27,Q6P2C8,Nucleus,1,0,0,0
3491,MED29,Q9NX70,Nucleus,1,0,0,0
3492,MED30,Q96HR3,Nucleus,1,0,0,0
3493,MED31,Q9Y3C7,Nucleus,1,0,0,0
3494,MED4,Q9NPJ6,Nucleus,1,0,0,0
3495,MED6,O75586,Nucleus,1,0,0,0
3496,MED7,O43513,Nucleus,1,0,0,0
3497,MED8,Q96G25,Nucleus,1,0,0,0
10944,MED8,Q96G25-2,Large Protein Complex,0,0,0,1
3498,MED9,Q9NWA0,Nucleus,1,0,0,0
3499,MEDAG,Q5VYS4,Cytoplasm,1,0,0,0
3500,MEF2A,Q02078,Nucleus,1,0,0,0
3501,MEF2B,Q02080,Nucleus,1,0,0,0
3502,MEF2D,Q14814,Nucleus,1,0,0,0
3503,MEGF10,Q96KG7,Plasma membrane,1,0,0,0
3504,MEGF11,A6BM72,Plasma membrane,1,0,0,0
9202,MEGF9,Q9H1U4,Endosome,0,0,0,1
3505,MEIS1,O00470,Nucleus,1,0,0,0
3506,MEIS3,Q99687,Nucleus,1,0,0,0
3507,MEIS3P1,A6NDR6,Nucleus,1,0,0,0
3508,MEIS3P2,A8K0S8,Nucleus,1,0,0,0
3509,MELK,Q14680,Plasma membrane,1,0,0,0
3510,MELTF,P08582,Plasma membrane,1,0,0,0
3511,MEN1,O00255,Nucleus,1,0,0,0
3512,MEOX2,P50222,Nucleus,1,0,0,0
10200,MEPCE,Q7L2J0,Large Protein Complex,0,0,0,1
3513,MESD,Q14696,ER,1,0,0,0
3514,MESP1,Q9BRJ9,Nucleus,1,0,0,0
3515,MESP2,Q0VG99,Nucleus,1,0,0,0
3516,MEST,Q5EB52,ER,1,0,0,0
8651,MET,P08581,Plasma membrane,0,1,0,0
3517,METAP1,P53582,Cytoplasm,1,0,0,0
3518,METAP1D,Q6UB28,Mitochondria,1,0,0,0
10201,METAP2,P50579,Large Protein Complex,0,0,0,1
3519,METTL1,Q9UBP6,Nucleus,1,0,0,0
3520,METTL11B,Q5VVY1,Nucleus,1,0,0,0
10202,METTL13,Q8N6R0,Large Protein Complex,0,0,0,1
3521,METTL14,Q9HCE5,Nucleus,1,0,0,0
8921,METTL15,A6NJ78,Mitochondria,0,1,0,0
3522,METTL16,Q86W50,Nucleus,1,0,0,0
3523,METTL17,Q9H7H0,Mitochondria,1,0,0,0
3524,METTL21A,Q8WXB1,Cytoplasm,1,0,0,0
3525,METTL21C,Q5VZV1,Nucleus,1,0,0,0
3526,METTL22,Q9BUU2,Nucleus,1,0,0,0
10203,METTL2B,Q6P1Q9,Large Protein Complex,0,0,0,1
10945,METTL3,Q86U44,Large Protein Complex,0,0,0,1
8922,METTL5,Q9NRN9,Mitochondria,0,1,0,0
3527,METTL7A,Q9H8H3,ER,1,0,0,0
8923,METTL8,Q9H825,Mitochondria,0,1,0,0
9764,METTL9,Q9H1A3,Plasma membrane,0,0,0,1
10658,MEX3D,Q86XN8,Large Protein Complex,0,0,0,1
3528,MFAP1,P55081,Nucleus,1,0,0,0
3529,MFAP3,P55082,Plasma membrane,1,0,0,0
8434,MFF,Q9GZY8,Mitochondrion-OM,0,1,0,0
9103,MFGE8,Q08431,Endosome,0,0,1,0
3530,MFHAS1,Q9Y4C4,Cytoplasm,1,0,0,0
8435,MFN1,Q8IWA4,Mitochondrion-OM,0,1,0,0
3531,MFN2,O95140,Mitochondria,1,0,0,0
3532,MFNG,O00587,Golgi,1,0,0,0
3533,MFRP,Q9BY79,Plasma membrane,1,0,0,0
9077,MFSD1,Q9H3U5,Endosome,0,0,1,0
3534,MFSD10,Q14728,Nucleus,1,0,0,0
9532,MFSD12,Q6NUT3-3,Lysosome,0,0,0,1
3535,MFSD2B,A6NFX1,Plasma membrane,1,0,0,0
9332,MFSD3,Q96ES6,ER,0,0,0,1
3536,MFSD4B,Q5TF39,Plasma membrane,1,0,0,0
3537,MFSD5,Q6N075,Plasma membrane,1,0,0,0
3538,MFSD8,Q8NHS3,Lysosome,1,0,0,0
3539,MGA,Q8IWI9,Nucleus,1,0,0,0
3540,MGAM,O43451,Plasma membrane,1,0,0,0
3541,MGAT1,P26572,Golgi,1,0,0,0
3542,MGAT2,Q10469,Golgi,1,0,0,0
3543,MGAT3,Q09327,Golgi,1,0,0,0
3544,MGAT4A,Q9UM21,Golgi,1,0,0,0
3545,MGAT4B,Q9UQ53,Golgi,1,0,0,0
3546,MGAT4C,Q9UBM8,Golgi,1,0,0,0
3547,MGAT5,Q09328,Golgi,1,0,0,0
3548,MGAT5B,Q3V5L5,Golgi,1,0,0,0
3549,MGME1,Q9BQP7,Mitochondria,1,0,0,0
3550,MGMT,P16455,Nucleus,1,0,0,0
9680,MGRN1,O60291,Plasma membrane,0,0,0,1
8924,MGST1,P10620,Mitochondria,0,1,0,0
3551,MGST2,Q99735,ER,1,0,0,0
3552,MGST3,O14880,ER,1,0,0,0
3553,MIA2,Q96PC5,ER,1,0,0,0
3554,MIA3,Q5JRA6,ER,1,0,0,0
10659,MIB1,Q86YT6,Large Protein Complex,0,0,0,1
3555,MIB2,Q96AX9,Endosome,1,0,0,0
9731,MICA,Q29983,Plasma membrane,0,0,0,1
3556,MICAL2,O94851,Nucleus,1,0,0,0
9368,MICAL2,O94851-6,ER,0,0,0,1
9803,MICAL3,Q7RTP6,Actin binding proteins,0,0,0,1
3557,MICALL1,Q8N3F8,Endosome,1,0,0,0
10660,MICALL2,Q8IY33,Large Protein Complex,0,0,0,1
9681,MICB,Q29980,Plasma membrane,0,0,0,1
3558,MICOS10,Q5TGZ0,Mitochondria,1,0,0,0
3559,MICOS13,Q5XKP0,Mitochondria,1,0,0,0
3560,MICU1,Q9BPX6,Mitochondria,1,0,0,0
3561,MICU2,Q8IYU8,Mitochondria,1,0,0,0
3562,MICU3,Q86XE3,Mitochondria,1,0,0,0
10661,MID1,O15344,Large Protein Complex,0,0,0,1
3563,MIEF1,Q9NQG6,Mitochondria,1,0,0,0
3564,MIEF1,L0R8F8,Mitochondria,1,0,0,0
3565,MIEF2,Q96C03,Mitochondria,1,0,0,0
3566,MIER2,Q8N344,Nucleus,1,0,0,0
3567,MIER3,Q7Z3K6,Nucleus,1,0,0,0
10946,MIF,P14174,Large Protein Complex,0,0,0,1
