ComplexName,Reference
KIAA0753-FOR20-OFD1 complex,Q96NB1
KIAA1468-OSBP-RAB11A complex,P22059
KIAA1468-OSBP-RAB11A complex,P62491
KIAA1468-OSBP-RAB11A complex,Q9P260
KICSTOR complex,Q5T011
KICSTOR complex,Q969R8
KICSTOR complex,Q96MD2
KICSTOR complex,Q9Y664
KIF23-RACGAP1 complex,Q02241
KIF23-RACGAP1 complex,Q9H0H5
KIF3A/B-PAR-3-aPKC-PAR-6 complex,O15066
KIF3A/B-PAR-3-aPKC-PAR-6 complex,P41743
KIF3A/B-PAR-3-aPKC-PAR-6 complex,Q8TEW0
KIF3A/B-PAR-3-aPKC-PAR-6 complex,Q9NPB6
KIF3A/B-PAR-3-aPKC-PAR-6 complex,Q9Y496
KIF5B-SPG33 complex,P33176
KIF5B-SPG33 complex,Q5T4F4
KIF5C-SPG33 complex,O60282
KIF5C-SPG33 complex,Q5T4F4
KIN17-PCNA-RPA70 complex,O60870
KIN17-PCNA-RPA70 complex,P12004
KIN17-PCNA-RPA70 complex,P27694
Kinase maturation complex 1,P07900
Kinase maturation complex 1,P08238
Kinase maturation complex 1,P27348
Kinase maturation complex 1,P31946
Kinase maturation complex 1,P34932
Kinase maturation complex 1,P61981
Kinase maturation complex 1,P62258
Kinase maturation complex 1,P63104
Kinase maturation complex 1,Q04917
Kinase maturation complex 1,Q13163
Kinase maturation complex 1,Q16543
Kinase maturation complex 1,Q6Q0C0
Kinase maturation complex 1,Q7KZI7
Kinase maturation complex 1,Q99759
Kinase maturation complex 1,Q9NUG6
Kinase maturation complex 1,Q9UHV9
Kinase maturation complex 2,A7MCY6
Kinase maturation complex 2,P07900
Kinase maturation complex 2,P08238
Kinase maturation complex 2,Q12933
Kinase maturation complex 2,Q16543
Kinase maturation complex 2,Q92844
Kinase maturation complex 2,Q9H6S1
Kinase maturation complex 2,Q9UHD2
KMT2E-OGT-USP7 complex,O15294
KMT2E-OGT-USP7 complex,Q8IZD2
KMT2E-OGT-USP7 complex,Q93009
KNL1-MIS12-NDC80-SPC24-ZWINT complex,O14777
KNL1-MIS12-NDC80-SPC24-ZWINT complex,O95229
KNL1-MIS12-NDC80-SPC24-ZWINT complex,Q8NBT2
KNL1-MIS12-NDC80-SPC24-ZWINT complex,Q8NG31
KNL1-MIS12-NDC80-SPC24-ZWINT complex,Q9H081
KNTC1-ZW10-ZWILCH complex,O43264
KNTC1-ZW10-ZWILCH complex,P50748
KNTC1-ZW10-ZWILCH complex,Q9H900
KPNA2-KPNB1 complex,P52292
KPNA2-KPNB1 complex,Q14974
KPNB1-RAN complex,P62826
KPNB1-RAN complex,Q14974
KPNB1-SMN-SPN complex,P16150
KPNB1-SMN-SPN complex,Q14974
KPNB1-SMN-SPN complex,Q16637
KRIT1-CCM2-ICAP1 complex,O00522
KRIT1-CCM2-ICAP1 complex,O14713
KRIT1-CCM2-ICAP1 complex,Q9BSQ5
KRIT1-CCM2-MEKK3 complex,O00522
KRIT1-CCM2-MEKK3 complex,Q99759
KRIT1-CCM2-MEKK3 complex,Q9BSQ5
KRIT1-HEG1-RAP1B complex,O00522
KRIT1-HEG1-RAP1B complex,P61224
KRIT1-HEG1-RAP1B complex,Q9ULI3
KSR1-BRAF-MEK complex,P15056
KSR1-BRAF-MEK complex,Q02750
KSR1-BRAF-MEK complex,Q8IVT5
KSR1-RAF1-MEK complex,P04049
KSR1-RAF1-MEK complex,Q02750
KSR1-RAF1-MEK complex,Q8IVT5
KSR1 homo-oligomer complex,Q8IVT5
Ku-ORC complex,O43929
Ku-ORC complex,P12956
Ku-ORC complex,P13010
Ku-ORC complex,Q13416
Ku-ORC complex,Q9UBD5
Ku-ORC complex,Q9Y5N6
Ku antigen-NARG1 complex,P12956
Ku antigen-NARG1 complex,P13010
Ku antigen-NARG1 complex,Q9BXJ9
Ku antigen-YY1-alphaMyHC promoter complex,P12956
Ku antigen-YY1-alphaMyHC promoter complex,P13010
Ku antigen-YY1-alphaMyHC promoter complex,P25490
Ku antigen complex,P12956
Ku antigen complex,P13010
Kv4.2-DPP10 channel complex,Q8N608
Kv4.2-DPP10 channel complex,Q9NZV8
L-B-P100 subcomplex,Q0VG06
L-B-P100 subcomplex,Q8NB91
L-B-P100 subcomplex,Q9NW38
LAP1-TOR1A complex,O14656
LAP1-TOR1A complex,Q5JTV8
LARC complex (LCR-associated remodeling complex),O14497
LARC complex (LCR-associated remodeling complex),O94776
LARC complex (LCR-associated remodeling complex),O95983
LARC complex (LCR-associated remodeling complex),O96019
LARC complex (LCR-associated remodeling complex),P07910
LARC complex (LCR-associated remodeling complex),P51532
LARC complex (LCR-associated remodeling complex),P60709
LARC complex (LCR-associated remodeling complex),Q09028
LARC complex (LCR-associated remodeling complex),Q12824
LARC complex (LCR-associated remodeling complex),Q13547
LARC complex (LCR-associated remodeling complex),Q14839
LARC complex (LCR-associated remodeling complex),Q8TAQ2
LARC complex (LCR-associated remodeling complex),Q8WXI9
LARC complex (LCR-associated remodeling complex),Q92769
LARC complex (LCR-associated remodeling complex),Q92785
LARC complex (LCR-associated remodeling complex),Q92922
LARC complex (LCR-associated remodeling complex),Q92925
LARC complex (LCR-associated remodeling complex),Q969G3
LARC complex (LCR-associated remodeling complex),Q9UBB5
Large Drosha complex,O00571
Large Drosha complex,O14979
Large Drosha complex,O43143
Large Drosha complex,P17844
Large Drosha complex,P31943
Large Drosha complex,P35637
Large Drosha complex,P52272
Large Drosha complex,Q00839
Large Drosha complex,Q01844
Large Drosha complex,Q12905
Large Drosha complex,Q12906
Large Drosha complex,Q13148
Large Drosha complex,Q8WYQ5
Large Drosha complex,Q92499
Large Drosha complex,Q92804
Large Drosha complex,Q92841
Large Drosha complex,Q96SB4
Large Drosha complex,Q9BUJ2
Large Drosha complex,Q9NRR4
Large Drosha complex,Q9UKM9
LARP1-PABPC1-RYDEN complex,P11940
LARP1-PABPC1-RYDEN complex,Q6PKG0
LARP1-PABPC1-RYDEN complex,Q9NUL5
LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex,Q5SY16
LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex,Q8IZL8
LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex,Q9BV38
LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex,Q9H4L4
LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex,Q9NXF1
LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex,Q9Y4W2
"LAT-GRB2 complex, Fyn-mLck(KA) or Syk kinase activated",O43561
"LAT-GRB2 complex, Fyn-mLck(KA) or Syk kinase activated",P62993
"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",O43561
"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",P15498
"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",P19174
"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",P22681
"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",P27986
"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",P62993
"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",Q13094
"LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated",O43561
"LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated",P19174
"LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated",P27986
"LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated",P62993
"LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated",Q07889
LAT2-ITGB1 complex,P05556
LAT2-ITGB1 complex,Q9UHI5
LATS1-HTRA2-BIRC4 complex,O43464
LATS1-HTRA2-BIRC4 complex,O95835
LATS1-HTRA2-BIRC4 complex,P98170
LATS1-NPHP4 complex,O75161
LATS1-NPHP4 complex,O95835
LATS2-SIAH2-ZYX complex,O43255
LATS2-SIAH2-ZYX complex,Q15942
LATS2-SIAH2-ZYX complex,Q9NRM7
"LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated",O43561
"LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated",P06239
"LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated",P19174
"LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated",Q13094
LEPR homodimer complex,P48357
LGR4-RSPO supercomplex,O00401
LGR4-RSPO supercomplex,O14641
LGR4-RSPO supercomplex,O60610
LGR4-RSPO supercomplex,P36507
LGR4-RSPO supercomplex,P46940
LGR4-RSPO supercomplex,P49023
LGR4-RSPO supercomplex,Q02750
LGR4-RSPO supercomplex,Q05397
LGR4-RSPO supercomplex,Q9BXB1
LGR4-RSPO supercomplex,Q9BXY4
LGR5-RNF43-RSPO1 complex,O75473
LGR5-RNF43-RSPO1 complex,Q2MKA7
LGR5-RNF43-RSPO1 complex,Q68DV7
LIFR-LIF-gp130 complex,P15018
LIFR-LIF-gp130 complex,P40189
LIFR-LIF-gp130 complex,P42702
LIN2-LIN7-SAP97-MINT1 complex,O14910
LIN2-LIN7-SAP97-MINT1 complex,O14936
LIN2-LIN7-SAP97-MINT1 complex,Q02410
LIN2-LIN7-SAP97-MINT1 complex,Q12959
LIN2-LIN7-SAP97 complex,O14910
LIN2-LIN7-SAP97 complex,O14936
LIN2-LIN7-SAP97 complex,Q12959
LIN2-LIN7 complex,O14910
LIN2-LIN7 complex,O14936
LIN2-SAP97 complex,O14936
LIN2-SAP97 complex,Q12959
LIN9-BMYB complex,P10244
LIN9-BMYB complex,Q5TKA1
"LINC complex, quiescent cells",Q08999
"LINC complex, quiescent cells",Q09028
"LINC complex, quiescent cells",Q16254
"LINC complex, quiescent cells",Q52LA3
"LINC complex, quiescent cells",Q5TKA1
"LINC complex, quiescent cells",Q6MZP7
"LINC complex, quiescent cells",Q96GY3
"LINC complex, S-phase",P10244
"LINC complex, S-phase",P28749
"LINC complex, S-phase",Q09028
"LINC complex, S-phase",Q52LA3
"LINC complex, S-phase",Q5TKA1
"LINC complex, S-phase",Q6MZP7
"LINC complex, S-phase",Q96GY3
LINC core complex,Q09028
LINC core complex,Q52LA3
LINC core complex,Q5TKA1
LINC core complex,Q6MZP7
LINC core complex,Q96GY3
LINGO1-RTN4R-NGFR complex,P08138
LINGO1-RTN4R-NGFR complex,Q96FE5
LINGO1-RTN4R-NGFR complex,Q9BZR6
LKB1-STRAD-MO25 complex,Q15831
LKB1-STRAD-MO25 complex,Q7RTN6
LKB1-STRAD-MO25 complex,Q9Y376
LLGL1-PAR-6B-PRKCI complex,P41743
LLGL1-PAR-6B-PRKCI complex,Q15334
LLGL1-PAR-6B-PRKCI complex,Q9BYG5
LLGL2-PAR-6B-PRKCI complex,P41743
LLGL2-PAR-6B-PRKCI complex,Q6P1M3
LLGL2-PAR-6B-PRKCI complex,Q9BYG5
LMO4-BRCA1-CTIP-LDB1 complex,P38398
LMO4-BRCA1-CTIP-LDB1 complex,P61968
LMO4-BRCA1-CTIP-LDB1 complex,Q86U70
LMO4-BRCA1-CTIP-LDB1 complex,Q99708
LMO4-CREB complex,P16220
LMO4-CREB complex,P61968
LMO4-gp130 complex,O14543
LMO4-gp130 complex,P23458
LMO4-gp130 complex,P40189
LMO4-gp130 complex,P61968
LMO4-gp130 complex,Q06124
LPA(2)-NHERF2-PLC-beta3 complex,Q01970
LPA(2)-NHERF2-PLC-beta3 complex,Q15599
LPA(2)-NHERF2-PLC-beta3 complex,Q9HBW0
LPAR2-SIVA1 complex,O15304
LPAR2-SIVA1 complex,Q9HBW0
"LPAR2-TRIP6-NHERF2 complex, LPA stimulated",Q15599
"LPAR2-TRIP6-NHERF2 complex, LPA stimulated",Q15654
"LPAR2-TRIP6-NHERF2 complex, LPA stimulated",Q9HBW0
LPP-PPP2CA-PPP2R3A complex,P67775
LPP-PPP2CA-PPP2R3A complex,Q93052
LPP-PPP2CA-PPP2R3A complex,Q9Z176
LRP-1-Alpha-2-M-annexin VI complex,P01023
LRP-1-Alpha-2-M-annexin VI complex,P08133
LRP-1-Alpha-2-M-annexin VI complex,Q07954
LRP6-PTH-PTH1R complex,O75581
LRP6-PTH-PTH1R complex,P01270
LRP6-PTH-PTH1R complex,Q03431
LRRC8A-LRRC8C complex,Q8IWT6
LRRC8A-LRRC8C complex,Q8TDW0
LRRC8A-LRRC8D complex,Q7L1W4
LRRC8A-LRRC8D complex,Q8IWT6
LRRC8A-LRRC8E complex,Q6NSJ5
LRRC8A-LRRC8E complex,Q8IWT6
LRRK2-CHIP-HSP90 complex,P08238
LRRK2-CHIP-HSP90 complex,Q5S007
LRRK2-CHIP-HSP90 complex,Q9UNE7
LRRK2-FADD-CASP8 complex,Q13158
LRRK2-FADD-CASP8 complex,Q14790
LRRK2-FADD-CASP8 complex,Q5S007
LSD1-CoREST complex,O60341
LSD1-CoREST complex,Q9UKL0
LSD1 complex,O60341
LSD1 complex,O75362
LSD1 complex,P0DMV8
LSD1 complex,P0DMV9
LSD1 complex,Q13363
LSD1 complex,Q13547
LSD1 complex,Q92766
LSD1 complex,Q96BD5
LSD1 complex,Q96EK2
LSD1 complex,Q9NP66
LSD1 complex,Q9P0W2
LSD1 complex,Q9P2K3
LSD1 complex,Q9UBW7
LSD1 complex,Q9UKL0
LSm1-7 complex,O15116
LSm1-7 complex,P62310
LSm1-7 complex,P62312
LSm1-7 complex,Q9UK45
LSm1-7 complex,Q9Y333
LSm1-7 complex,Q9Y4Y9
LSm1-7 complex,Q9Y4Z0
LSm2-8 complex,O95777
LSm2-8 complex,P62310
LSm2-8 complex,P62312
LSm2-8 complex,Q9UK45
LSm2-8 complex,Q9Y333
LSm2-8 complex,Q9Y4Y9
LSm2-8 complex,Q9Y4Z0
LTBR homodimer complex,P36941
LUBAC complex,Q96EP0
LUBAC complex,Q9BYM8
LUBAC complex,Q9H0F6
Lymphotoxin beta receptor complex,P01374
Lymphotoxin beta receptor complex,P36941
Lymphotoxin beta receptor complex,Q06643
MAD-MAX complex,P61244
MAD-MAX complex,Q05195
MAD1-mSin3A-HDAC2 complex,Q05195
MAD1-mSin3A-HDAC2 complex,Q92769
MAD1-mSin3A-HDAC2 complex,Q96ST3
MAD1L1-MAD2L1 complex,Q13257
MAD1L1-MAD2L1 complex,Q9Y6D9
MAD1L1 homodimer complex,Q9Y6D9
MAD2-CDC20 complex,Q12834
MAD2-CDC20 complex,Q13257
MAF2 complex,Q9H7Z6
MAF2 complex,Q9UBU8
MAGT5-SLC35A3 complex,Q09328
MAGT5-SLC35A3 complex,Q9Y2D2
MAK-ACTR-AR complex,P10275
MAK-ACTR-AR complex,P20794
MAK-ACTR-AR complex,Q9Y6Q9
MALT1 homo-oligomer complex,Q9UDY8
MAN1-SMAD2 complex,Q15796
MAN1-SMAD2 complex,Q9Y2U8
MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex,P04049
MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex,P15056
MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex,P62258
MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex,Q02750
MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex,Q8IVT5
MAP2K4-MAP3K3-NBR1 complex,P45985
MAP2K4-MAP3K3-NBR1 complex,Q14596
MAP2K4-MAP3K3-NBR1 complex,Q99759
MAP2K5-PRKCI-SQSTM1 complex,P41743
MAP2K5-PRKCI-SQSTM1 complex,Q13163
MAP2K5-PRKCI-SQSTM1 complex,Q13501
MAPK1-PTK2-PXN complex,P28482
MAPK1-PTK2-PXN complex,P49023
MAPK1-PTK2-PXN complex,Q05397
MAPK6-MAPKAPK5-SEPT7 complex,Q16181
MAPK6-MAPKAPK5-SEPT7 complex,Q16659
MAPK6-MAPKAPK5-SEPT7 complex,Q8IW41
MASH1 promoter-coactivator complex,P09874
MASH1 promoter-coactivator complex,P12931
MASH1 promoter-coactivator complex,P24928
MASH1 promoter-coactivator complex,P62805
MASH1 promoter-coactivator complex,P68431
MASH1 promoter-coactivator complex,Q14469
MASH1 promoter-coactivator complex,Q15233
MASH1 promoter-coactivator complex,Q92793
MASH1 promoter-coactivator complex,Q92831
MBD1-MCAF complex,Q6VMQ6
MBD1-MCAF complex,Q9UIS9
MBD1-MCAF1-SETDB1 complex,Q15047
MBD1-MCAF1-SETDB1 complex,Q6VMQ6
MBD1-MCAF1-SETDB1 complex,Q9UIS9
MBD1-Suv39h1-HP1 complex,O43463
MBD1-Suv39h1-HP1 complex,P45973
MBD1-Suv39h1-HP1 complex,Q9UIS9
MCL1-BAK1 complex,Q07820
MCL1-BAK1 complex,Q16611
MCM complex,P25205
MCM complex,P33991
MCM complex,P33992
MCM complex,P33993
MCM complex,P49736
MCM complex,Q14566
MCM2-MCM4-MCM6-MCM7 complex,P33991
MCM2-MCM4-MCM6-MCM7 complex,P33993
MCM2-MCM4-MCM6-MCM7 complex,P49736
MCM2-MCM4-MCM6-MCM7 complex,Q14566
MCM2-MCM6-MCM7 complex,P33993
MCM2-MCM6-MCM7 complex,P49736
MCM2-MCM6-MCM7 complex,Q14566
MCM4-MCM6-MCM7 complex,P33991
MCM4-MCM6-MCM7 complex,P33993
MCM4-MCM6-MCM7 complex,Q14566
MCM8-ORC2-CDC6 complex,Q13416
MCM8-ORC2-CDC6 complex,Q99741
MCM8-ORC2-CDC6 complex,Q9UJA3
MCPIP1-MCPIP4 complex,A2A288
MCPIP1-MCPIP4 complex,Q5D1E8
MDC1-H2AFX-TP53BP1 complex,P16104
MDC1-H2AFX-TP53BP1 complex,Q12888
MDC1-H2AFX-TP53BP1 complex,Q14676
MDC1-MRE11-RAD50-NBS1 complex,O60934
MDC1-MRE11-RAD50-NBS1 complex,P49959
MDC1-MRE11-RAD50-NBS1 complex,Q14676
MDC1-MRE11-RAD50-NBS1 complex,Q92878
MDC1-MRN-ATM-FANCD2 complex,O60934
MDC1-MRN-ATM-FANCD2 complex,P49959
MDC1-MRN-ATM-FANCD2 complex,Q13315
MDC1-MRN-ATM-FANCD2 complex,Q14676
MDC1-MRN-ATM-FANCD2 complex,Q92878
MDC1-MRN-ATM-FANCD2 complex,Q9BXW9
MDC1-p53BP1-SMC1 complex,Q12888
MDC1-p53BP1-SMC1 complex,Q14676
MDC1-p53BP1-SMC1 complex,Q14683
MeCP1 complex,O94776
MeCP1 complex,O95983
MeCP1 complex,Q09028
MeCP1 complex,Q13547
MeCP1 complex,Q14839
MeCP1 complex,Q16576
MeCP1 complex,Q92769
MeCP1 complex,Q8WXI9
MeCP1 complex,Q9UBB5
MeCP2-SIN3A-HDAC complex,P51608
MeCP2-SIN3A-HDAC complex,Q13547
MeCP2-SIN3A-HDAC complex,Q92769
MeCP2-SIN3A-HDAC complex,Q96ST3
MED15-WWTR1 complex,Q96RN5
MED15-WWTR1 complex,Q9GZV5
MED18-MED20-MED29 mediator subcomplex,Q9BUE0
MED18-MED20-MED29 mediator subcomplex,Q9H944
MED18-MED20-MED29 mediator subcomplex,Q9NX70
Mediator complex,A0JLT2
Mediator complex,O43513
Mediator complex,O60244
Mediator complex,O75448
Mediator complex,O60313
Mediator complex,O75586
Mediator complex,O95402
Mediator complex,P24863
Mediator complex,P49336
Mediator complex,Q13503
Mediator complex,Q15528
Mediator complex,Q15648
Mediator complex,Q6P2C8
Mediator complex,Q71F56
Mediator complex,Q71SY5
Mediator complex,Q96G25
Mediator complex,Q93074
Mediator complex,Q96HR3
Mediator complex,Q96RN5
Mediator complex,Q9BTT4
Mediator complex,Q9BUE0
Mediator complex,Q9H944
Mediator complex,Q9NPJ6
Mediator complex,Q9BWU1
Mediator complex,Q9NVC6
Mediator complex,Q9H204
Mediator complex,Q9NX70
Mediator complex,Q9P086
Mediator complex,Q9UHV7
Mediator complex,Q9ULK4
Mediator complex,Q9NWA0
Mediator complex,Q9Y2X0
Mediator complex,Q9Y3C7
Mediator complex 1,O60244
Mediator complex 1,O75586
Mediator complex 1,P24863
Mediator complex 1,P49336
Mediator complex 1,Q9ULK4
Mediator complex 2,O60244
Mediator complex 2,O75586
Mediator complex 2,Q9ULK4
MEF2-NR2F2 complex,P24468
MEF2-NR2F2 complex,Q02078
"Membrane protein complex (VCP, UFD1L, SEC61B)",P55072
"Membrane protein complex (VCP, UFD1L, SEC61B)",P60468
"Membrane protein complex (VCP, UFD1L, SEC61B)",Q92890
Menin-associated histone methyltransferase complex,O00255
Menin-associated histone methyltransferase complex,P30876
Menin-associated histone methyltransferase complex,P61964
Menin-associated histone methyltransferase complex,Q15291
Menin-associated histone methyltransferase complex,Q9C005
Menin-associated histone methyltransferase complex,Q9UBL3
Menin-associated histone methyltransferase complex,Q9UMN6
MEP50-PRMT5-ICLN complex,O14744
MEP50-PRMT5-ICLN complex,P54105
MEP50-PRMT5-ICLN complex,Q9BQA1
Meprin A,Q16819
Meprin A,Q16820
"MET-CIN85-SH3GL3-CBL complex, HGF stimulated",P08581
"MET-CIN85-SH3GL3-CBL complex, HGF stimulated",P22681
"MET-CIN85-SH3GL3-CBL complex, HGF stimulated",Q96B97
"MET-CIN85-SH3GL3-CBL complex, HGF stimulated",Q99963
Methionine adenosyltransferase alpha1 beta-v1,Q00266
Methionine adenosyltransferase alpha1 beta-v1,Q9NZL9-
Methionine adenosyltransferase alpha2 beta-v1,P31153
Methionine adenosyltransferase alpha2 beta-v1,Q9NZL9
MGAT1-NGT complex,P26572
MGAT1-NGT complex,Q9Y2D2
MGAT2-SLC35A3 complex,Q10469
MGAT2-SLC35A3 complex,Q9Y2D2
MGAT4B-SLC35A2(splice variant 1) complex,P78381
MGAT4B-SLC35A2(splice variant 1) complex,Q9UQ53
MGAT4B-SLC35A3 complex,Q9UQ53
MGAT4B-SLC35A3 complex,Q9Y2D2
MGC1-DNA-PKcs-Ku complex,P12956
MGC1-DNA-PKcs-Ku complex,P13010
MGC1-DNA-PKcs-Ku complex,P78527
MGC1-DNA-PKcs-Ku complex,Q14676
mGluR2-mGluR4 complex,Q14416
mGluR2-mGluR4 complex,Q14833
mGluR2-mGluR7 complex,Q14416
mGluR2-mGluR7 complex,Q14831
mGluR2-mGluR8 complex,O00222
mGluR2-mGluR8 complex,Q14416
mGluR3-mGluR4 complex,Q14832
mGluR3-mGluR4 complex,Q14833
mGluR3-mGluR7 complex,Q14831
mGluR3-mGluR7 complex,Q14832
mGluR3-mGluR8 complex,O00222
mGluR3-mGluR8 complex,Q14832
Mi-2/NuRD-MTA3 complex,O94776
Mi-2/NuRD-MTA3 complex,O95983
Mi-2/NuRD-MTA3 complex,P41182
Mi-2/NuRD-MTA3 complex,Q13547
Mi-2/NuRD-MTA3 complex,Q9BTC8
Mi2/NuRD-BCL6-MTA3 complex,O95983
Mi2/NuRD-BCL6-MTA3 complex,P41182
Mi2/NuRD-BCL6-MTA3 complex,Q13547
Mi2/NuRD-BCL6-MTA3 complex,Q14839
Mi2/NuRD-BCL6-MTA3 complex,Q9BTC8
Mi2/NuRD complex,O94776
Mi2/NuRD complex,O95983
Mi2/NuRD complex,Q09028
Mi2/NuRD complex,Q13547
Mi2/NuRD complex,Q14839
Mi2/NuRD complex,Q16576
Mi2/NuRD complex,Q92769
MIB complex,O75431
MIB complex,Q13505
MIB complex,Q16891
MIB complex,Q5TGZ0
MIB complex,Q5XKP0
MIB complex,Q6UXV4
MIB complex,Q9BRQ6
MIB complex,Q9BUR5
MIB complex,Q9NVH1
MIB complex,Q9NX63
MIB complex,Q9Y512
MICA-KLRK1-HCST complex,P26718
MICA-KLRK1-HCST complex,Q29983
MICA-KLRK1-HCST complex,Q9UBK5
MICALL1-RAB13 complex,P51153
MICALL1-RAB13 complex,Q8N3F8
MICB-KLRK1-HCST complex,P26718
MICB-KLRK1-HCST complex,Q29980
MICB-KLRK1-HCST complex,Q9UBK5
MICOS complex,Q16891
MICOS complex,Q5TGZ0
MICOS complex,Q5XKP0
MICOS complex,Q6UXV4
MICOS complex,Q9BRQ6
MICOS complex,Q9BUR5
MICOS complex,Q9NX63
Microprocessor complex,P01137
Microprocessor complex,Q8WYQ5
Microprocessor complex,P36897
Microprocessor complex,Q9NRR4
Microprocessor complex,P37173
MiDAC complex,Q13547
MiDAC complex,Q6PJG2
MiDAC complex,Q92769
MiDAC complex,Q9H147
MINOS complex,Q16891
MINOS complex,Q5TGZ0
MINOS complex,Q9NX63
MIRO2-Milton complex,Q8IXI1
MIRO2-Milton complex,Q9UPV9
Mis12 centromere complex,O95229
Mis12 centromere complex,P45973
Mis12 centromere complex,Q6P1K2
Mis12 centromere complex,Q96IY1
Mis12 centromere complex,Q9H081
Mis12 centromere complex,Q9H410
MIS18 complex,O43482
MIS18 complex,Q6P0N0
MIS18 complex,Q9NYP9
mitochondrial calcium uniporter complex,Q8IYU8
mitochondrial calcium uniporter complex,Q8NE86
mitochondrial calcium uniporter complex,Q9BPX6
mitochondrial calcium uniporter complex,Q9H4I9
mitochondrial calcium uniporter complex,Q9NWR8
mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1),P21796
mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1),P30405
mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1),Q9UQ90
Mitotic checkpoint complex (MCC),O43684
Mitotic checkpoint complex (MCC),O60566
Mitotic checkpoint complex (MCC),Q12834
Mitotic checkpoint complex (MCC),Q13257
MITRAC12-SURF1-COX1 complex,P00395
MITRAC12-SURF1-COX1 complex,Q15526
MITRAC12-SURF1-COX1 complex,Q9Y2R0
MITRAC7-COX1 complex,P00395
MITRAC7-COX1 complex,Q8N5G0
MKK4-ARRB2-ASK1 complex,P32121
MKK4-ARRB2-ASK1 complex,P45985
MKK4-ARRB2-ASK1 complex,Q99683
MKK4-ARRB2-JNK3 complex,P32121
MKK4-ARRB2-JNK3 complex,P45985
MKK4-ARRB2-JNK3 complex,P53779
MKKS-BBS12 complex,Q6ZW61
MKKS-BBS12 complex,Q9NPJ1
MKS1-TMEM67 complex,Q5HYA8
MKS1-TMEM67 complex,Q9NXB0
"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex",P05026
"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex",P55087
"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex",P78508
"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex",Q15049
"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex",Q9HBA0
"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex",Q9NSN8
MLL-HCF complex,O00255
MLL-HCF complex,P05546
MLL-HCF complex,P51610
MLL-HCF complex,P61964
MLL-HCF complex,Q03164
MLL-HCF complex,Q15291
MLL-HCF complex,Q9UBL3
MLL1-WDR5 complex,O00268
MLL1-WDR5 complex,O43451
MLL1-WDR5 complex,O75461
MLL1-WDR5 complex,P21675
MLL1-WDR5 complex,P34932
MLL1-WDR5 complex,P49848
MLL1-WDR5 complex,P51610
MLL1-WDR5 complex,P61964
MLL1-WDR5 complex,Q03164
MLL1-WDR5 complex,Q15291
MLL1-WDR5 complex,Q15545
MLL1-WDR5 complex,Q16594
MLL1-WDR5 complex,Q6PI98
MLL1-WDR5 complex,Q7Z3B3
MLL1-WDR5 complex,Q8IXM2
MLL1-WDR5 complex,Q8IZL8
MLL1-WDR5 complex,Q8WWY3
MLL1-WDR5 complex,Q96EZ8
MLL1-WDR5 complex,Q99496
MLL1-WDR5 complex,Q9BVI0
