ComplexName,Reference,Organism
"RNA polymerase II complex, chromatin structure modifying",P20226,human
"RNA polymerase II complex, chromatin structure modifying",O96019,human
"RNA polymerase II complex, chromatin structure modifying",P19447,human
"RNA polymerase II complex, chromatin structure modifying",P24863,human
"RNA polymerase II complex, chromatin structure modifying",P24928,human
"RNA polymerase II complex, chromatin structure modifying",P49336,human
"RNA polymerase II complex, chromatin structure modifying",P29083,human
"RNA polymerase II complex, chromatin structure modifying",Q12824,human
"RNA polymerase II complex, chromatin structure modifying",P35269,human
"RNA polymerase II complex, chromatin structure modifying",P32780,human
"RNA polymerase II complex, chromatin structure modifying",Q13503,human
"RNA polymerase II complex, chromatin structure modifying",Q8TAQ2,human
"RNA polymerase II complex, chromatin structure modifying",P51531,human
"RNA polymerase II complex, chromatin structure modifying",Q92922,human
"RNA polymerase II complex, chromatin structure modifying",P51532,human
"RNA polymerase II complex, chromatin structure modifying",Q969G3,human
"RNA polymerase II complex, chromatin structure modifying",Q00403,human
"RNA polymerase II complex, chromatin structure modifying",Q96GM5,human
"RNA polymerase II complex, chromatin structure modifying",Q13889,human
"RNA polymerase II complex, chromatin structure modifying",Q14919,human
"RNA polymerase II complex, chromatin structure modifying",Q92793,human
"RNA polymerase II complex, chromatin structure modifying",Q6UW60,human
"RNA polymerase II complex, chromatin structure modifying",Q92831,human
RNA polymerase II core complex,O15514,human
RNA polymerase II core complex,P19387,human
RNA polymerase II core complex,P19388,human
RNA polymerase II core complex,P24928,human
RNA polymerase II core complex,P30876,human
RNA polymerase II core complex,P36954,human
RNA polymerase II core complex,P52434,human
RNA polymerase II core complex,P52435,human
RNA polymerase II core complex,P53803,human
RNA polymerase II core complex,P61218,human
RNA polymerase II core complex,P62487,human
RNA polymerase II core complex,P62875,human
RNA polymerase II holoenzyme complex,O15514,human
RNA polymerase II holoenzyme complex,P13984,human
RNA polymerase II holoenzyme complex,P18074,human
RNA polymerase II holoenzyme complex,P19387,human
RNA polymerase II holoenzyme complex,P19388,human
RNA polymerase II holoenzyme complex,P19447,human
RNA polymerase II holoenzyme complex,P20226,human
RNA polymerase II holoenzyme complex,P24928,human
RNA polymerase II holoenzyme complex,P29083,human
RNA polymerase II holoenzyme complex,P29084,human
RNA polymerase II holoenzyme complex,P30876,human
RNA polymerase II holoenzyme complex,P32780,human
RNA polymerase II holoenzyme complex,P35269,human
RNA polymerase II holoenzyme complex,P36954,human
RNA polymerase II holoenzyme complex,P52434,human
RNA polymerase II holoenzyme complex,P52435,human
RNA polymerase II holoenzyme complex,P53803,human
RNA polymerase II holoenzyme complex,P61218,human
RNA polymerase II holoenzyme complex,P62487,human
RNA polymerase II holoenzyme complex,P62875,human
RNA polymerase II holoenzyme complex,Q00403,human
RNA polymerase II holoenzyme complex,Q13888,human
RNA polymerase II holoenzyme complex,Q13889,human
RNA polymerase II holoenzyme complex,Q92759,human
Rnase/Mrp complex,O75817,human
Rnase/Mrp complex,O75818,human
Rnase/Mrp complex,O95059,human
Rnase/Mrp complex,O95707,human
Rnase/Mrp complex,P78345,human
Rnase/Mrp complex,P78346,human
Rnase/Mrp complex,Q969H6,human
Rnase/Mrp complex,Q99575,human
Rnase/Mrp complex,Q9BUL9,human
Rnase/Mrp complex,Q9H633,human
RNF11-SMURF2-STAMBP complex,O95630,human
RNF11-SMURF2-STAMBP complex,Q9HAU4,human
RNF11-SMURF2-STAMBP complex,Q9Y3C5,human
RNF20-RNF40-UbE2E1 complex,O75150,human
RNF20-RNF40-UbE2E1 complex,P51965,human
RNF20-RNF40-UbE2E1 complex,Q5VTR2,human
Robo4\u2013paxillin complex,P49023,human
Robo4\u2013paxillin complex,Q8WZ75,human
RPA complex,P15927,human
RPA complex,P27694,human
RPA complex,P35244,human
RPAP1-RPB2-RPB3 complex,P19387,human
RPAP1-RPB2-RPB3 complex,P30876,human
RPAP1-RPB2-RPB3 complex,Q9BWH6,human
RPGRIP1-SPATA7 complex,Q96KN7,human
RPGRIP1-SPATA7 complex,Q9P0W8,human
Rs1 homooctamer complex,O15537,human
RSF complex,O60264,human
RSF complex,Q96T23,human
RSG20-MT1-MT2 complex,O76081,human
RSG20-MT1-MT2 complex,P48039,human
RSG20-MT1-MT2 complex,P49286,human
RSmad complex,P51532,human
RSmad complex,P84022,human
RSmad complex,Q13485,human
RSmad complex,Q15796,human
RSmad complex,Q8NFD5,human
RSmad complex,Q8TAQ2,human
RSmad complex,Q92793,human
RSmad complex,Q92922,human
RSmad complex,Q9UPN9,human
RSmad complex,Q9Y6Q9,human
RTN3-SPG33 complex,O95197,human
RTN3-SPG33 complex,Q5T4F4,human
RUNX1-CBF-beta-DNA complex,Q01196,human
RUNX1-CBF-beta-DNA complex,Q13951,human
"S1PR1-c-Met-ITGB4 complex, HGF- or S1P-induced",P08581,human
"S1PR1-c-Met-ITGB4 complex, HGF- or S1P-induced",P16144,human
"S1PR1-c-Met-ITGB4 complex, HGF- or S1P-induced",P21453,human
"S1PR1\u2013beta-arrestin 2 complex, ApoM(+)HDL-S1P stimulated",P21453,human
"S1PR1\u2013beta-arrestin 2 complex, ApoM(+)HDL-S1P stimulated",P32121,human
"SAGA complex, GCN5-linked",O75486,human
"SAGA complex, GCN5-linked",O75528,human
"SAGA complex, GCN5-linked",O75529,human
"SAGA complex, GCN5-linked",O94864,human
"SAGA complex, GCN5-linked",P00813,human
"SAGA complex, GCN5-linked",Q12962,human
"SAGA complex, GCN5-linked",Q14CW9,human
"SAGA complex, GCN5-linked",Q16514,human
"SAGA complex, GCN5-linked",Q16594,human
"SAGA complex, GCN5-linked",Q5T6C5,human
"SAGA complex, GCN5-linked",Q86TJ2,human
"SAGA complex, GCN5-linked",Q8NEM7,human
"SAGA complex, GCN5-linked",Q92830,human
"SAGA complex, GCN5-linked",Q96ES7,human
"SAGA complex, GCN5-linked",Q9HBM6,human
"SAGA complex, GCN5-linked",Q9ULK2,human
"SAGA complex, GCN5-linked",Q9UPT9,human
"SAGA complex, GCN5-linked",Q9Y4A5,human
"SAGA complex, GCN5-linked",Q9Y6J9,human
Sam68-p120GAP complex,P20936,human
Sam68-p120GAP complex,Q07666,human
Sam68-p85 P13K-IRS-1-IR signaling complex,P06213,human
Sam68-p85 P13K-IRS-1-IR signaling complex,P27986,human
Sam68-p85 P13K-IRS-1-IR signaling complex,P35568,human
Sam68-p85 P13K-IRS-1-IR signaling complex,Q07666,human
SAP complex (Sin3-associated protein complex),O75446,human
SAP complex (Sin3-associated protein complex),Q09028,human
SAP complex (Sin3-associated protein complex),Q13547,human
SAP complex (Sin3-associated protein complex),Q16576,human
SAP complex (Sin3-associated protein complex),Q4LE39,human
SAP complex (Sin3-associated protein complex),Q92769,human
SAP complex (Sin3-associated protein complex),Q96ST3,human
SAP complex (Sin3-associated protein complex),Q9H0E3,human
SAP complex (Sin3-associated protein complex),Q9H7L9,human
SAPCD2-Galphai-LGN complex,P63096,human
SAPCD2-Galphai-LGN complex,P81274,human
SAPCD2-Galphai-LGN complex,Q86UD0,human
Sarcoglycan-sarcospan complex SG-SPN,Q13326,human
Sarcoglycan-sarcospan complex SG-SPN,Q14714,human
Sarcoglycan-sarcospan complex SG-SPN,Q16585,human
Sarcoglycan-sarcospan complex SG-SPN,Q16586,human
Sarcoglycan-sarcospan complex SG-SPN,Q92629,human
SCAMP1-SCAMP2-SCAMP3 complex,O14828,human
SCAMP1-SCAMP2-SCAMP3 complex,O15126,human
SCAMP1-SCAMP2-SCAMP3 complex,O15127,human
SCAMP1-SCAMP2 complex,O15126,human
SCAMP1-SCAMP2 complex,O15127,human
SCAP-SREBF2 complex,Q12770,human
SCAP-SREBF2 complex,Q12772,human
SCHIP1-EZR-NHERF2 complex,P15311,human
SCHIP1-EZR-NHERF2 complex,Q15599,human
SCHIP1-EZR-NHERF2 complex,Q9P0W5,human
SCNN1A-SCNN1B-SCNN1G complex,P37088,human
SCNN1A-SCNN1B-SCNN1G complex,P51168,human
SCNN1A-SCNN1B-SCNN1G complex,P51170,human
SCNN1B-SCNN1G-SCNN1D complex,P51168,human
SCNN1B-SCNN1G-SCNN1D complex,P51170,human
SCNN1B-SCNN1G-SCNN1D complex,P51172,human
SCRIB-APC complex,P25054,human
SCRIB-APC complex,Q14160,human
SCRIB-GIT1-ARHGEF7-PAK1 complex,Q13153,human
SCRIB-GIT1-ARHGEF7-PAK1 complex,Q14155,human
SCRIB-GIT1-ARHGEF7-PAK1 complex,Q14160,human
SCRIB-GIT1-ARHGEF7-PAK1 complex,Q9Y2X7,human
SCRIB-GIT1-ARHGEF7 complex,Q14155,human
SCRIB-GIT1-ARHGEF7 complex,Q14160,human
SCRIB-GIT1-ARHGEF7 complex,Q9Y2X7,human
SCRIB-LGL2 complex,Q14160,human
SCRIB-LGL2 complex,Q6P1M3,human
SCRIB-NOS1AP-VANGL1 complex,O75052,human
SCRIB-NOS1AP-VANGL1 complex,Q14160,human
SCRIB-NOS1AP-VANGL1 complex,Q8TAA9,human
SCRIB-VANGL2 complex,Q14160,human
SCRIB-VANGL2 complex,Q9ULK5,human
SEC23-SEC24-SCAP-SREBP1c complex,O95487,human
SEC23-SEC24-SCAP-SREBP1c complex,P36956,human
SEC23-SEC24-SCAP-SREBP1c complex,Q12770,human
SEC23-SEC24-SCAP-SREBP1c complex,Q15436,human
SEC23-SEC24 adaptor complex,O95487,human
SEC23-SEC24 adaptor complex,Q15436,human
Securin-separase complex,O95997,human
Securin-separase complex,Q14674,human
Seipin-AGPAT2-lipin1 complex,O15120,human
Seipin-AGPAT2-lipin1 complex,Q14693,human
Seipin-AGPAT2-lipin1 complex,Q96G97,human
Seipin-AGPAT2 complex,O15120,human
Seipin-AGPAT2 complex,Q96G97,human
Seipin-lipin1 complex,Q14693,human
Seipin-lipin1 complex,Q96G97,human
SELK multiprotein complex,P04843,human
SELK multiprotein complex,P04844,human
SELK multiprotein complex,P27824,human
SELK multiprotein complex,P39656,human
SELK multiprotein complex,P46977,human
SELK multiprotein complex,P55072,human
SELK multiprotein complex,Q9BQE4,human
SELK multiprotein complex,Q9BUN8,human
SELK multiprotein complex,Q9GZP9,human
SELK multiprotein complex,Q9Y6D0,human
SEMA3C-PlexinD1-Nrp1 complex,O14786,human
SEMA3C-PlexinD1-Nrp1 complex,Q99985,human
SEMA3C-PlexinD1-Nrp1 complex,Q9Y4D7,human
SEMA4A-PlexinD1 complex,Q9H3S1,human
SEMA4A-PlexinD1 complex,Q9Y4D7,human
SEMA6D-PlexinA1-NRP1 complex,O14786,human
SEMA6D-PlexinA1-NRP1 complex,Q8NFY4,human
SEMA6D-PlexinA1-NRP1 complex,Q9UIW2,human
SEPHS1-SEPHS2-SEPSECS-SECp43 complex,P49903,human
SEPHS1-SEPHS2-SEPSECS-SECp43 complex,Q80VC6,human
SEPHS1-SEPHS2-SEPSECS-SECp43 complex,Q99611,human
SEPHS1-SEPHS2-SEPSECS-SECp43 complex,Q9HD40,human
Septin complex,Q15019,human
Septin complex,Q16181,human
Septin complex,Q92599,human
Septin complex,Q9NVA2,human
Septin complex,Q9UHD8,human
SERCA-PLN complex,P16615,human
SERCA-PLN complex,P26678,human
SERCA2a-alphaKAP-CaM-CaMKII complex,P16615,human
SERCA2a-alphaKAP-CaM-CaMKII complex,P52294,human
SERCA2a-alphaKAP-CaM-CaMKII complex,P62158,human
SERCA2a-alphaKAP-CaM-CaMKII complex,Q9UQM7,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC2) complex",O15269,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC2) complex",O15270,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC2, SPTLC3) complex",O15269,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC2, SPTLC3) complex",O15270,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC2, SPTLC3) complex",Q9NUV7,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTa) complex",O15269,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTa) complex",O15270,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTa) complex",Q969W0,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTb) complex",O15269,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTb) complex",O15270,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTb) complex",Q8NFR3,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC3) complex",O15269,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC3) complex",Q9NUV7,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC3, ssSPTa) complex",O15269,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC3, ssSPTa) complex",Q969W0,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC3, ssSPTa) complex",Q9NUV7,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC3, ssSPTb) complex",O15269,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC3, ssSPTb) complex",Q8NFR3,human
"Serine-palmitoyltransferase (SPTLC1, SPTLC3, ssSPTb) complex",Q9NUV7,human
SERPINA1-CTSG complex,P01009,human
SERPINA1-CTSG complex,P08311,human
SERPINA1-ELA2 complex,P01009,human
SERPINA1-ELA2 complex,P08246,human
SERPINA3-CTSG complex,P01011,human
SERPINA3-CTSG complex,P08311,human
Set1A complex,O15047,human
Set1A complex,P61964,human
Set1A complex,O15294,human
Set1A complex,Q15291,human
Set1A complex,P51610,human
Set1A complex,Q6UXN9,human
Set1A complex,Q9P0U4,human
Set1A complex,Q9UBL3,human
Set1A complex,Q9C005,human
Set1A complex,Q9Y5Z7,human
Set1B complex,P61964,human
Set1B complex,O15294,human
Set1B complex,Q15291,human
Set1B complex,P51610,human
Set1B complex,Q6UXN9,human
Set1B complex,Q9P0U4,human
Set1B complex,Q9UBL3,human
Set1B complex,Q9UPS6,human
Set1B complex,Q8NFC6,human
Set1B complex,Q96IK1,human
Set1B complex,Q9C005,human
Set1B complex,Q9Y5Z7,human
SETD7-YAP-AXIN1-beta-catenin complex,O15169,human
SETD7-YAP-AXIN1-beta-catenin complex,P35222,human
SETD7-YAP-AXIN1-beta-catenin complex,P46937,human
SETD7-YAP-AXIN1-beta-catenin complex,Q8WTS6,human
SETDB1-containing HMTase complex,Q15047,human
SETDB1-containing HMTase complex,Q6VMQ6,human
SETDB1-DNMT3A complex,Q15047,human
SETDB1-DNMT3A complex,Q9Y6K1,human
SETDB1-DNMT3B complex,Q15047,human
SETDB1-DNMT3B complex,Q9UBC3,human
SF3A1-SF3A2-SF3A3 complex,Q12874,human
SF3A1-SF3A2-SF3A3 complex,Q15428,human
SF3A1-SF3A2-SF3A3 complex,Q15459,human
SF3b complex,O75533,human
SF3b complex,Q13435,human
SF3b complex,Q15393,human
SF3b complex,Q15427,human
SF3b complex,Q7RTV0,human
SF3b complex,Q86XP3,human
SF3b complex,Q9BWJ5,human
SF3b complex,Q9Y3B4,human
SH3KBP1-CBLB-EGFR complex,P00533,human
SH3KBP1-CBLB-EGFR complex,Q13191,human
SH3KBP1-CBLB-EGFR complex,Q96B97,human
SH3P2/OSTF1-CBL-SRC complex,P12931,human
SH3P2/OSTF1-CBL-SRC complex,P22681,human
SH3P2/OSTF1-CBL-SRC complex,Q92882,human
SHARP-CtBP complex,P56545,human
SHARP-CtBP complex,Q13363,human
SHARP-CtBP complex,Q96T58,human
SHARP-CtBP1-CtIP-RBP-Jkappa corepressor complex,Q06330,human
SHARP-CtBP1-CtIP-RBP-Jkappa corepressor complex,Q13363,human
SHARP-CtBP1-CtIP-RBP-Jkappa corepressor complex,Q96T58,human
SHARP-CtBP1-CtIP-RBP-Jkappa corepressor complex,Q99708,human
SHARP-CtBP1-CtIP complex,Q13363,human
SHARP-CtBP1-CtIP complex,Q96T58,human
SHARP-CtBP1-CtIP complex,Q99708,human
SHARP-CtIP-RBP-Jkappa complex,Q06330,human
SHARP-CtIP-RBP-Jkappa complex,Q96T58,human
SHARP-CtIP-RBP-Jkappa complex,Q99708,human
Shc-ERalpha-IGF-1R complex,P03372,human
Shc-ERalpha-IGF-1R complex,P08069,human
Shc-ERalpha-IGF-1R complex,P29353,human
SHC-GRB2 complex,P29353,human
SHC-GRB2 complex,P62993,human
SHC3-GAB1 complex,Q13480,human
SHC3-GAB1 complex,Q92529,human
Shieldin complex,Q6ZNX1,human
Shieldin complex,Q86V20,human
Shieldin complex,Q8IYI0,human
Shieldin complex,Q9UI95,human
SHP-NR5A2 complex,O00482,human
SHP-NR5A2 complex,Q15466,human
SIGMAR1-KCNH2 complex,Q12809,human
SIGMAR1-KCNH2 complex,Q99720,human
SIMPLE-HRS-STAM1 complex,O14964,human
SIMPLE-HRS-STAM1 complex,Q92783,human
SIMPLE-HRS-STAM1 complex,Q99732,human
SIN3-HDAC-SAP30-ARID4 complex,O75446,human
SIN3-HDAC-SAP30-ARID4 complex,Q09028,human
SIN3-HDAC-SAP30-ARID4 complex,Q13547,human
SIN3-HDAC-SAP30-ARID4 complex,Q16576,human
SIN3-HDAC-SAP30-ARID4 complex,Q4LE39,human
SIN3-HDAC-SAP30-ARID4 complex,Q92769,human
SIN3-HDAC-SAP30-ARID4 complex,Q96ST3,human
SIN3-ING1b complex I,O00422,human
SIN3-ING1b complex I,O75446,human
SIN3-ING1b complex I,Q09028,human
SIN3-ING1b complex I,Q13547,human
SIN3-ING1b complex I,Q16576,human
SIN3-ING1b complex I,Q4LE39,human
SIN3-ING1b complex I,Q92769,human
SIN3-ING1b complex I,Q96ST3,human
SIN3-ING1b complex I,Q9UK53,human
SIN3-ING1b complex II,O00422,human
SIN3-ING1b complex II,O14497,human
SIN3-ING1b complex II,O75446,human
SIN3-ING1b complex II,O96019,human
SIN3-ING1b complex II,P51532,human
SIN3-ING1b complex II,Q09028,human
SIN3-ING1b complex II,Q12824,human
SIN3-ING1b complex II,Q13547,human
SIN3-ING1b complex II,Q16576,human
SIN3-ING1b complex II,Q4LE39,human
SIN3-ING1b complex II,Q8TAQ2,human
SIN3-ING1b complex II,Q92769,human
SIN3-ING1b complex II,Q92922,human
SIN3-ING1b complex II,Q96GM5,human
SIN3-ING1b complex II,Q96ST3,human
SIN3-ING1b complex II,Q9UK53,human
SIN3-SAP25 complex,O00422,human
SIN3-SAP25 complex,O75446,human
SIN3-SAP25 complex,Q09028,human
SIN3-SAP25 complex,Q13547,human
SIN3-SAP25 complex,Q16576,human
SIN3-SAP25 complex,Q4LE39,human
SIN3-SAP25 complex,Q1EHW4,human
SIN3-SAP25 complex,Q8TEE9,human
SIN3-SAP25 complex,Q92769,human
SIN3-SAP25 complex,Q96ST3,human
SIN3-SAP25 complex,Q9H0E3,human
SIN3-SAP25 complex,Q9H7L9,human
Sin3 complex,O00422,human
Sin3 complex,O75446,human
Sin3 complex,Q09028,human
Sin3 complex,Q13547,human
Sin3 complex,Q16576,human
Sin3 complex,Q92769,human
Sin3 complex,Q96ST3,human
SIRT1 homotrimer complex,Q96EB6,human
SIVA1-S1PR4 complex,O15304,human
SIVA1-S1PR4 complex,O95977,human
SIVA1-XIAP-TAK1 complex,O15304,human
SIVA1-XIAP-TAK1 complex,O43318,human
SIVA1-XIAP-TAK1 complex,P98170,human
SKI-NCOR1-SIN3A-HDAC1 complex,O75376,human
SKI-NCOR1-SIN3A-HDAC1 complex,P12755,human
SKI-NCOR1-SIN3A-HDAC1 complex,Q13547,human
SKI-NCOR1-SIN3A-HDAC1 complex,Q96ST3,human
SKI-SMAD2-SMAD4  pentameric complex,P12755,human
SKI-SMAD2-SMAD4  pentameric complex,Q13485,human
SKI-SMAD2-SMAD4  pentameric complex,Q15796,human
SKI-SMAD2 complex,P12755,human
SKI-SMAD2 complex,Q15796,human
SKI-SMAD3-SMAD4 complex,P12755,human
SKI-SMAD3-SMAD4 complex,P84022,human
SKI-SMAD3-SMAD4 complex,Q13485,human
"SKI-SMAD3-SMAD4 complex, TGF(beta)-dependent",P12755,human
"SKI-SMAD3-SMAD4 complex, TGF(beta)-dependent",P84022,human
"SKI-SMAD3-SMAD4 complex, TGF(beta)-dependent",Q13485,human
SKI-SMAD3 complex,P12755,human
SKI-SMAD3 complex,P84022,human
SKI complex,Q15477,human
SKI complex,Q6PGP7,human
SKI complex,Q9GZS3,human
SLC1A2 homotrimer complex,P43004,human
SLC2A1-DMTN-ADD2 complex,P11166,human
SLC2A1-DMTN-ADD2 complex,P35612,human
SLC2A1-DMTN-ADD2 complex,Q08495,human
SLC9A3R1-ACTN4 complex,O14745,human
SLC9A3R1-ACTN4 complex,O43707,human
SLN-ATP2A1 complex,O00631,human
SLN-ATP2A1 complex,O14983,human
SLN-PLN-SERCA1A complex,O00631,human
SLN-PLN-SERCA1A complex,O14983,human
SLN-PLN-SERCA1A complex,P26678,human
SLN-PLN-SERCA2A complex,O00631,human
SLN-PLN-SERCA2A complex,P16615,human
SLN-PLN-SERCA2A complex,P26678,human
"SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated",P22681,human
"SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated",P29353,human
"SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated",P62993,human
"SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated",Q13094,human
"SLP-76-PLC-gamma-1-ITK complex, alpha-TCR stimulated",P19174,human
"SLP-76-PLC-gamma-1-ITK complex, alpha-TCR stimulated",Q08881,human
"SLP-76-PLC-gamma-1-ITK complex, alpha-TCR stimulated",Q13094,human
"SLP-76-PLC-gamma-1-VAV complex, alpha-TCR stimulated",P15498,human
"SLP-76-PLC-gamma-1-VAV complex, alpha-TCR stimulated",P19174,human
"SLP-76-PLC-gamma-1-VAV complex, alpha-TCR stimulated",Q13094,human
SMAD1-CBP complex,Q15797,human
SMAD1-CBP complex,Q92793,human
SMAD1-OAZ-HsN3 complex,P28070,human
SMAD1-OAZ-HsN3 complex,P54368,human
SMAD1-OAZ-HsN3 complex,Q15797,human
SMAD1-P300 complex,Q09472,human
SMAD1-P300 complex,Q15797,human
SMAD2-FAST1 complex,O75593,human
SMAD2-FAST1 complex,Q15796,human
SMAD2-SKI-NCOR complex,O75376,human
SMAD2-SKI-NCOR complex,P12755,human
SMAD2-SKI-NCOR complex,Q15796,human
"SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced",O75593,human
"SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced",Q13485,human
"SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced",Q13547,human
"SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced",Q15583,human
"SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced",Q15796,human
"SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced",O75593,human
"SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced",Q13485,human
"SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced",Q15583,human
"SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced",Q15796,human
SMAD2-SMAD4-FAST1 complex,O75593,human
SMAD2-SMAD4-FAST1 complex,Q13485,human
SMAD2-SMAD4-FAST1 complex,Q15796,human
SMAD2-SMAD4-WWTR1 complex,Q13485,human
SMAD2-SMAD4-WWTR1 complex,Q15796,human
SMAD2-SMAD4-WWTR1 complex,Q9GZV5,human
SMAD3-cSKI-SIN3A-HDAC1 complex,P12755,human
SMAD3-cSKI-SIN3A-HDAC1 complex,P84022,human
SMAD3-cSKI-SIN3A-HDAC1 complex,Q13547,human
SMAD3-cSKI-SIN3A-HDAC1 complex,Q96ST3,human
SMAD3-E2F4/5-p107-DP1 complex,P28749,human
SMAD3-E2F4/5-p107-DP1 complex,P84022,human
SMAD3-E2F4/5-p107-DP1 complex,Q14186,human
SMAD3-E2F4/5-p107-DP1 complex,Q15329,human
SMAD3-E2F4/5-p107-DP1 complex,Q16254,human
SMAD3-HEF1-APC10-CDH1 complex,P12830,human
SMAD3-HEF1-APC10-CDH1 complex,P84022,human
SMAD3-HEF1-APC10-CDH1 complex,Q14511,human
SMAD3-HEF1-APC10-CDH1 complex,Q9UM13,human
SMAD3-SKI-NCOR complex,O75376,human
SMAD3-SKI-NCOR complex,P12755,human
SMAD3-SKI-NCOR complex,P84022,human
SMAD3-SMAD4-cJun-cFos complex,P01100,human
SMAD3-SMAD4-cJun-cFos complex,P05412,human
SMAD3-SMAD4-cJun-cFos complex,P84022,human
SMAD3-SMAD4-cJun-cFos complex,Q13485,human
SMAD3-SMAD4-cJUN complex,P05412,human
SMAD3-SMAD4-cJUN complex,P84022,human
SMAD3-SMAD4-cJUN complex,Q13485,human
SMAD3-SMAD4-CTCF protein-DNA complex,P49711,human
SMAD3-SMAD4-CTCF protein-DNA complex,P84022,human
SMAD3-SMAD4-CTCF protein-DNA complex,Q13485,human
SMAD3-SMAD4-FOXO1 complex,P84022,human
SMAD3-SMAD4-FOXO1 complex,Q12778,human
SMAD3-SMAD4-FOXO1 complex,Q13485,human
SMAD3-SMAD4-FOXO3-FOXG1 complex,O43524,human
SMAD3-SMAD4-FOXO3-FOXG1 complex,P55316,human
SMAD3-SMAD4-FOXO3-FOXG1 complex,P84022,human
SMAD3-SMAD4-FOXO3-FOXG1 complex,Q13485,human
SMAD3-SMAD4-FOXO3 complex,O43524,human
SMAD3-SMAD4-FOXO3 complex,P84022,human
SMAD3-SMAD4-FOXO3 complex,Q13485,human
SMAD3-SMAD4-FOXO4 complex,P84022,human
SMAD3-SMAD4-FOXO4 complex,P98177,human
SMAD3-SMAD4-FOXO4 complex,Q13485,human
SMAD3-SMAD4-SP1 complex,P08047,human
SMAD3-SMAD4-SP1 complex,P84022,human
SMAD3-SMAD4-SP1 complex,Q13485,human
SMAD3-SMAD4-WWTR1 complex,P84022,human
SMAD3-SMAD4-WWTR1 complex,Q13485,human
SMAD3-SMAD4-WWTR1 complex,Q9GZV5,human
SMAD3/4-E2F4/5-p107-DP1 complex,P28749,human
SMAD3/4-E2F4/5-p107-DP1 complex,P84022,human
SMAD3/4-E2F4/5-p107-DP1 complex,Q13485,human
SMAD3/4-E2F4/5-p107-DP1 complex,Q14186,human
SMAD3/4-E2F4/5-p107-DP1 complex,Q15329,human
SMAD3/4-E2F4/5-p107-DP1 complex,Q16254,human
SMAD4-SKI-NCOR complex,O75376,human
SMAD4-SKI-NCOR complex,P12755,human
SMAD4-SKI-NCOR complex,Q13485,human
SMAD4-SKI complex,P12755,human
SMAD4-SKI complex,Q13485,human
SMAD4-SMAD2-SMAD3 complex,P84022,human
SMAD4-SMAD2-SMAD3 complex,Q13485,human
SMAD4-SMAD2-SMAD3 complex,Q15796,human
SMAD4-SNO-SKI complex,P12755,human
SMAD4-SNO-SKI complex,P12757,human
SMAD4-SNO-SKI complex,Q13485,human
SMAD6-HOXA9 complex,O43541,human
SMAD6-HOXA9 complex,P31269,human
SMAD6-HOXC8 complex,O43541,human
SMAD6-HOXC8 complex,P31273,human
SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex,O75182,human
SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex,P28749,human
SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex,Q08999,human
SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex,Q13547,human
SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex,Q8N9N5,human
SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex,Q96ST3,human
SMAR1-HDAC1-SIN3A-SIN3B repressor complex,O75182,human
SMAR1-HDAC1-SIN3A-SIN3B repressor complex,Q13547,human
